payload_length,digit_ratio,special_char_count,amount,amount_missing,merchant_name_missing,merchant_name_length,generic_merchant_name,upi_id_length,upi_handle_length,has_embedded_url,non_standard_param_count,suspicious_vpa_pattern,dataset_source,label
60,0.15,11,12654.59,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,772.49,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,622.47,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,165.83,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,5127.33,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
56,0.1429,11,2353.96,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,4092.73,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
60,0.15,11,10595.52,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,896.55,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,2368.61,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
69,0.1159,11,6461.35,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
56,0.1429,11,2950.33,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
54,0.1481,11,2247.72,0,0,5,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,149.52,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,2142.65,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
49,0.1633,11,4138.94,0,1,0,0,14,3,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,3180.75,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
69,0.1159,11,7997.04,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
49,0.1429,11,290.26,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
48,0.125,11,606.4,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,20280.99,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1193.82,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
52,0.1538,11,1292.45,0,0,3,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,2885.03,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
49,0.1633,11,3665.54,0,1,0,0,14,3,0,0,0,SYNTHETIC_UPI_V1,0
52,0.1538,11,3033.99,0,0,3,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1689.72,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
68,0.1029,11,2817.9,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
59,0.1356,11,6805.15,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1243.16,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,15528.97,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,11634.68,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,2010.98,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,747.44,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1845.68,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1633,11,598.61,0,1,0,0,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5785.22,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,1571.3,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6955.02,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,12471.82,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,1257.74,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
55,0.1636,11,1114.03,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1491.47,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,3682.32,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,5701.7,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,6402.44,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1364.51,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,818.93,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,1299.69,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,23975.76,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3437.01,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
69,0.1159,11,742.87,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,2886.63,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,2156.71,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,1280.83,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,729.22,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,9759.92,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,3362.84,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,21433.24,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
56,0.1429,11,551.28,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,574.13,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12009.62,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,19408.27,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12718.74,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1780.65,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1509,11,956.43,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5382.27,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,409.05,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,20983.89,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,10898.17,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,4782.48,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,11836.16,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1490.77,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7563.76,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,11759.01,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,7199.2,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,13626.47,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1253.9,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,201.76,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,4884.79,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5915.29,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,2489.49,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
58,0.1552,11,1568.97,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12858.04,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6798.91,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,203.56,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,13552.12,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,1398.54,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,9139.06,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,2631.07,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,11167.07,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
56,0.1429,11,3388.4,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,804.94,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,2505.99,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,2592.76,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1690.45,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
68,0.1029,11,962.3,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
60,0.15,11,6714.15,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
54,0.1667,11,4868.17,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,2206.35,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,21815.94,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3639.74,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,5653.01,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,7112.4,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,2276.62,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,15042.03,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6503.38,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,1605.86,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1903.22,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1947.11,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,339.75,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,24765.6,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1994.81,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1684.81,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
55,0.1636,11,4598.62,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,6740.55,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3480.16,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
57,0.1404,11,2838.6,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,20731.01,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4906.82,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,13288.85,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1176.53,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6187.83,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,23498.56,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6346.59,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
55,0.1636,11,4450.52,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
54,0.1667,11,3446.54,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5067.22,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
60,0.15,11,8443.99,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1274.66,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,12915.85,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
52,0.1538,11,721.81,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
54,0.1481,11,591.05,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,1761.56,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,24449.93,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,355.33,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
57,0.1404,11,3779.6,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,5341.66,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,939.26,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7003.92,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,15305.39,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,224.67,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3525.39,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,7094.99,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
60,0.15,11,8474.75,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1690.26,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,162.83,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,23360.62,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,620.56,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3477.07,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,18623.49,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,807.69,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3845.78,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,4635.0,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
53,0.1698,11,4269.44,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,1782.81,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,8258.15,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6348.73,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1728.51,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1387.62,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
54,0.1667,11,2809.77,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,14481.94,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1330.01,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6506.49,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,579.54,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,2407.13,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,1633.99,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
54,0.1667,11,3130.19,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,15230.27,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,1843.14,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,14634.77,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,3382.68,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,3452.54,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,1174.68,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1809.41,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,3530.74,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
53,0.1698,11,3745.77,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
57,0.1404,11,4581.1,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,16660.47,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,6620.11,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
53,0.1698,11,3588.43,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,4304.39,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,1858.52,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,14415.62,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,4761.16,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,1500.14,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1514.0,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
54,0.1667,11,4046.41,0,0,4,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
55,0.1636,11,1672.52,0,0,5,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,4330.46,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,22327.87,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4852.35,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
70,0.1286,11,1034.12,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
51,0.1765,11,1050.91,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,2737.67,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,22416.98,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,360.99,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,751.07,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,7196.34,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,701.13,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1579.99,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,1910.36,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,5094.27,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,3925.37,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1194.93,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1030.2,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,7588.12,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,5754.51,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1765,11,1488.25,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,22840.13,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,1929.33,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
61,0.1639,11,17533.74,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,529.9,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
58,0.1552,11,1080.19,0,0,8,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4915.03,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
50,0.16,11,224.05,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
61,0.1639,11,10964.05,0,0,7,0,18,7,0,0,0,SYNTHETIC_UPI_V1,0
57,0.1579,11,3775.24,0,0,7,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
70,0.1286,11,4430.88,0,0,7,0,28,8,0,0,1,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,751.19,0,1,0,0,16,4,0,0,0,SYNTHETIC_UPI_V1,0
93,0.0538,16,0.0,0,0,11,0,13,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1698,11,1241.98,0,0,3,1,15,3,0,0,0,SYNTHETIC_UPI_V1,0
